departamento_hecho|lugar_zona|anio_inicio|hechos_continuan|amenaza_carta|cluster
Putumayo|Rural|1997|0|0|1
Putumayo|Urbana|1988|0|0|0
Putumayo|Rural|1964|0|0|1
Putumayo|Rural|1956|0|0|1
Putumayo|Rural|1967|0|0|1
Putumayo|Urbana|1970|0|0|0
Putumayo|Rural|1983|0|0|1
Quindio|Rural|1945|0|0|1
Quindio|Rural|1957|0|0|1
Quindio|Rural|1950|0|0|1
Quindio|Rural|2000|0|0|1
Quindio|Urbana|1993|0|0|0
Quindio|Rural|1956|0|0|1
Quindio|Rural|1959|0|0|1
Quindio|Rural|1970|0|0|1
Risaralda|Urbana|1990|0|0|0
Risaralda|Rural|1943|0|0|1
Risaralda|Rural|1980|0|0|1
Risaralda|Rural|1978|0|0|1
Risaralda|Rural|1969|0|0|1
Risaralda|Rural|1998|0|0|1
Risaralda|Urbana|1950|0|0|0
Risaralda|Rural|1988|0|0|1
Risaralda|Rural|1964|0|0|1
Risaralda|Rural|2018|0|0|1
Risaralda|Urbana|1958|0|0|0
Risaralda|Rural|1948|0|0|1
Risaralda|Rural|1957|0|0|1
Santander|Rural|1983|0|0|1
Santander|Rural|1992|0|0|1
Santander|Rural|1961|0|0|1
Santander|Urbana|1945|0|0|0
Santander|Rural|1995|0|0|1
Santander|Rural|1971|0|0|1
Santander|Rural|1988|0|0|1
Santander|Urbana|1964|0|0|0
Santander|Rural|1998|0|0|1
Santander|Rural|1954|0|0|1
Santander|Rural|2006|0|0|1
Santander|Rural|1959|0|0|1
Santander|Rural|1944|0|0|1
Santander|Urbana|1956|0|0|0
Santander|Rural|1955|0|0|1
Santander|Rural|1996|0|0|1
Santander|Rural|1948|0|0|1
Santander|Urbana|1992|0|0|0
Santander|Rural|1987|0|0|1
Santander|Rural|1949|0|0|1
Santander|Rural|1988|0|0|1
Santander|Rural|2010|0|0|1
Santander|Rural|1959|0|0|1
Santander|Urbana|1969|0|0|0
Santander|Rural|1999|0|0|1
Santander|Rural|1971|0|0|1
Santander|Rural|1990|0|0|1
Santander|Urbana|1957|0|0|0
Santander|Rural|1989|0|0|1
Santander|Rural|1961|0|0|1
Santander|Rural|1948|0|0|1
Santander|Rural|2009|0|0|1
Santander|Rural|1986|0|0|1
Santander|Urbana|1983|0|0|0
Santander|Rural|2014|0|0|1
Santander|Rural|1940|0|0|1
Santander|Rural|1981|0|0|1
Santander|Urbana|2001|0|0|0
Santander|Rural|1952|0|0|1
Santander|Rural|1983|0|0|1
Santander|Rural|1994|0|0|1
Santander|Rural|1978|0|0|1
Santander|Rural|2017|0|0|1
Santander|Urbana|1995|0|0|0
