pais_hecho|departamento_hecho|ciudad_hecho|lugar_zona|anio_inicio|anio_fin|hechos_continuan|victimas_identificadas|victimas_total|responsables_identificados|cluster
Colombia|Antioquia|Medellín|Rural|2000||1|3|3|0|0
Colombia|Antioquia|Bello|Rural|2006|2013.0|0|1|1|0|0
Colombia|Antioquia|Medellín|Rural|2000||1|1|1|0|0
Colombia|Antioquia|Medellín|Urbana|2000||1|1|1|0|1
Colombia|Antioquia|Medellín|Urbana|2005||0|4|4|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2005||0|7|15|0|1
Colombia|Antioquia|San Carlos|Rural|1988||0|2|4|0|0
Colombia|Antioquia|Medellín|Urbana|1989||0|1|1|0|1
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|1990|2019.0|1|1|1|0|1
Colombia|Putumayo|Santiago|Rural|2003||0|1|1|0|0
Colombia|Putumayo|Villagarzón|Rural|2004||0|1|1|0|0
Colombia|Antioquia|Segovia|Rural|2004||0|1|1|0|0
Colombia|Bogotá, D.c.|Sin Especificar|Urbana|1988||0|1|5|0|1
Colombia|Caquetá|Belén De Los Andaquíes|Rural|2000||1|1|200|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Rural|2003||0|1|1|1|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Rural|2002||0|1|1|1|0
Colombia|Santander|Puerto Parra|Rural|1985||0|1|1|0|0
Colombia|Antioquia|El Bagre|Rural|1988||0|1|1|0|0
Colombia|Atlántico|Soledad|Rural|2013|2017.0|0|1|1|0|0
Colombia|Antioquia|Segovia|Rural|2019||0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|1994||0|1|4|0|1
Colombia|Bolívar|El Carmen De Bolívar|Urbana|1996|2007.0|0|1|1|0|1
Colombia|Antioquia|Segovia|Rural|2012||0|1|1|0|0
Colombia|Antioquia|San Carlos|Rural|1988||0|1|1|0|0
Colombia|Putumayo|Santiago|Rural|1997||0|1|1|1|0
Colombia|Putumayo|Santiago|Rural|2000||0|3|3|0|0
Colombia|Putumayo|Santiago|Rural|2003|2004.0|0|1|1|0|0
Colombia|Putumayo|Santiago|Rural|2006|2006.0|0|2|13|0|0
Colombia|Bolívar|El Carmen De Bolívar|Rural|2000||0|1|1|1|0
Colombia|Antioquia|Segovia|Rural|1996||0|1|1|0|0
Colombia|Antioquia|Segovia|Rural|1996||1|1|1|0|0
Colombia|Bolívar|El Carmen De Bolívar|Urbana|2001||0|1|1|0|1
Colombia|Antioquia|Remedios|Rural|1998||0|1|10|0|0
Colombia|Antioquia|Segovia|Rural|1998||0|1|1|0|0
Colombia|Caquetá|Belén De Los Andaquíes|Rural|2000||0|1|1|0|0
Colombia|Antioquia|Argelia|Rural|2005||0|1|3|0|0
Colombia|Antioquia|Argelia|Rural|1999||0|1|1|0|0
Colombia|Antioquia|Argelia|Rural|1999||0|1|1|0|0
Colombia|Antioquia|Argelia|Rural|1999||0|1|1|0|0
Colombia|Tolima|Rioblanco|Rural|1998||0|1|1|0|0
Colombia|Bolívar|El Carmen De Bolívar|Urbana|2002||0|1|1|0|1
Colombia|Norte De Santander|El Carmen|Urbana|2004||0|1|1|1|1
Colombia|Cesar|Aguachica|Rural|2003||0|1|1|1|0
Colombia|Norte De Santander|Teorama|Rural|2010||0|1|2|0|0
Colombia|Cesar|González|Rural|1998||0|2|3|0|0
Colombia|Nariño|Olaya Herrera|Rural|2014||0|1|1|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2017|2017.0|0|1|1|0|0
Colombia|Putumayo|Santiago|Rural|1998||0|2|2|0|0
Colombia|Putumayo|Santiago|Rural|1998||0|1|1|1|0
Colombia|Cesar|Valledupar|Rural|1990||0|1|1|0|0
Colombia|Cesar|González|Rural|1994||0|1|1|2|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2017||0|1|1|0|0
Colombia|Antioquia|Caucasia|Urbana|2010|2010.0|0|2|2|0|1
Colombia|Putumayo|Santiago|Urbana|1998||0|2|2|1|1
Colombia|Putumayo|Santiago|Rural|1998|1998.0|0|5|5|1|0
Colombia|Antioquia|Segovia|Rural|1998||0|4|4|0|0
Colombia|Antioquia|Alejandría|Urbana|2004|2004.0|0|1|1|0|1
Colombia|Bolívar|Simití|Rural|1998|2006.0|0|2|3|0|0
Colombia|Guaviare|San José Del Guaviare|Rural|1990|2006.0|0|1|1|0|0
Colombia|Meta|San Martín|Rural|2009||0|1|1|0|0
Colombia|Guaviare|Miraflores|Urbana|1995||0|1|1|0|1
Colombia|Meta|San Martín|Urbana|2009||0|1|1|0|1
Colombia|Antioquia|Salgar|Rural|1998||0|9|9|1|0
Colombia|Nariño|San Andrés De Tumaco|Rural|1999||0|1|1|0|0
Colombia|Cauca|Páez|Rural|2003||0|1|1|0|0
Colombia|Putumayo|Puerto Caicedo|Urbana|2001||0|2|20|0|1
Colombia|Cauca|Páez|Rural|2003||0|1|1|1|0
Colombia|Antioquia|Nechí|Rural|1975||0|1|10|0|0
Colombia|Cesar|Valledupar|Rural|1990||0|3|1|0|0
Colombia|Cauca|Páez|Rural|2006||0|1|1|0|0
Colombia|Quindio|Calarcá|Rural|2000||0|4|5|0|0
Colombia|Putumayo|Puerto Caicedo|Rural|2001||0|1|1|0|0
Colombia|Putumayo|Puerto Caicedo|Urbana|2013||0|1|1|0|1
Colombia|Putumayo|Puerto Caicedo|Urbana|2004||0|1|1|0|1
Colombia|Antioquia|Dabeiba|Rural|1997|1997.0|0|3|3|0|0
Colombia|Antioquia|El Bagre|Rural|2000|2000.0|0|1|1|0|0
Colombia|La Guajira|Riohacha|Rural|2007||0|2|2|0|0
Colombia|Antioquia|Dabeiba|Rural|1996||0|1|1|0|0
Colombia|La Guajira|Riohacha|Urbana|2008||0|1|1|0|1
Colombia|Huila|Neiva|Rural|1993||0|2|3|1|0
Colombia|Antioquia|El Bagre|Rural|2006|2006.0|0|1|1|0|0
Colombia|Huila|Neiva|Rural|2002|2002.0|0|1|1|3|0
Colombia|Guaviare|San José Del Guaviare|Rural|1979|1981.0|0|1|1|0|0
Colombia|Antioquia|San Pedro De Urabá|Rural|1997|1998.0|0|7|7|0|0
Colombia|Guaviare|Miraflores|Urbana|2008||1|1|1|0|1
Colombia|Putumayo|Orito|Urbana|2014||0|1|1|0|1
Colombia|Putumayo|Puerto Guzmán|Rural|1995||1|1|1|0|0
Colombia|Valle Del Cauca|Bolívar|Rural|2002|2003.0|0|1|5|0|0
Colombia|Putumayo|Puerto Guzmán|Rural|1996||0|1|1|0|0
Colombia|Antioquia|Segovia|Rural|2002||0|1|1|1|0
Colombia|Antioquia|Segovia|Rural|2001||0|2|2|0|0
Colombia|Cesar|Valledupar|Rural|1993||0|1|20|1|0
Colombia|Cesar|Valledupar|Urbana|1996|2005.0|0|1|1|2|1
Colombia|Antioquia|Segovia|Rural|2001||0|1|1|0|0
Colombia|Antioquia|Chigorodó|Urbana|1995|1995.0|0|1|1|0|1
Colombia|Antioquia|Chigorodó|Rural|1995|1995.0|0|3|3|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2004||0|4|1|0|0
Colombia|Cesar|Valledupar|Rural|2000||0|1|2|1|0
Colombia|Putumayo|Valle Del Guamuez|Rural|2000||0|1|1|0|0
Colombia|Cesar|Manaure Balcón Del Cesar|Rural|2003||0|1|1|0|0
Colombia|Valle Del Cauca|Dagua|Rural|2012|2013.0|0|3|3|3|0
Colombia|Putumayo|Puerto Asís|Rural|1999||0|1|1|0|0
Colombia|Amazonas|Leticia|Rural|2011||0|1|1|0|0
Colombia|Putumayo|Puerto Caicedo|Rural|1998||0|1|1|1|0
Colombia|Putumayo|Valle Del Guamuez|Urbana|2014|2015.0|0|1|1|0|1
Colombia|Huila|Palermo|Rural|1963||0|4|4|0|0
Colombia|Valle Del Cauca|Dagua|Rural|2013||0|2|2|2|0
Colombia|Santander|Puerto Wilches|Rural|1989||1|1|1|0|0
Colombia|Putumayo|Puerto Asís|Rural|1994||0|1|1|0|0
Colombia|Putumayo|Puerto Asís|Rural|1998||1|1|1|0|0
Francia|Sin Especificar|Paris|Urbana|2014||1|1|1|0|1
Colombia|Valle Del Cauca|Dagua|Rural|2013||0|1|1|1|0
Colombia|Valle Del Cauca|Buenaventura|Rural|2015||0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2015||0|1|1|1|1
Colombia|Santander|Puerto Wilches|Urbana|2002||0|1|1|0|1
Colombia|Putumayo|Villagarzón|Rural|2007||0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2015||0|1|1|1|1
Colombia|Bolívar|El Carmen De Bolívar|Urbana|2003||0|1|1|0|1
Colombia|Cauca|Santander De Quilichao|Rural|2009||0|2|3|1|0
Colombia|Valle Del Cauca|Yumbo|Rural|2004|2005.0|0|2|3|0|0
Colombia|Valle Del Cauca|Dagua|Rural|2012|2013.0|0|1|1|1|0
Colombia|Valle Del Cauca|Yumbo|Urbana|1996|2005.0|0|1|3|1|1
Colombia|Meta|Mapiripán|Rural|1989||0|1|1|1|0
Colombia|Santander|Los Santos|Rural|1983||1|1|5|0|0
Colombia|Antioquia|Urrao|Rural|2008||0|1|1|0|0
Colombia|Antioquia|Urrao|Rural|1994||0|1|1|0|0
Colombia|Antioquia|Urrao|Rural|2008||0|1|1|0|0
Colombia|Antioquia|Urrao|Rural|2008||1|1|1|1|0
Colombia|Amazonas|Leticia|Rural|2011||0|1|1|0|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2014||0|1|1|0|1
Colombia|Amazonas|Leticia|Rural|2015||0|1|1|0|0
Colombia|Antioquia|Ituango|Rural|2008|2008.0|0|1|1|0|0
Colombia|Antioquia|Ituango|Rural|2002|2002.0|0|4|4|0|0
Colombia|Antioquia|Ituango|Rural|2008|2008.0|0|5|4|0|0
Colombia|Huila|Palermo|Rural|1997|2000.0|0|1|1|0|0
Colombia|Huila|Palermo|Rural|2004||0|1|1|0|0
Colombia|Putumayo|Puerto Leguízamo|Rural|1996||0|1|1|0|0
Colombia|Antioquia|Ituango|Rural|2002||0|1|1|0|0
Colombia|Antioquia|Dabeiba|Rural|1993||0|1|1|1|0
Colombia|Putumayo|Puerto Leguízamo|Rural|1996||0|1|1|0|0
Colombia|Antioquia|Turbo|Rural|1984||0|2|1|0|0
Colombia|Antioquia|Dabeiba|Rural|1994||0|7|7|0|0
Colombia|Cesar|Valledupar|Rural|1997|2008.0|0|1|1|0|0
Colombia|Antioquia|Ituango|Rural|2008|2008.0|0|1|1|0|0
Colombia|Antioquia|Turbo|Rural|2017||0|1|5|0|0
Colombia|Risaralda|Quinchía|Rural|1996||0|5|5|0|0
Colombia|Valle Del Cauca|Cali|Urbana|1992|1993.0|0|1|1|0|1
Colombia|Putumayo|Puerto Asís|Rural|2003||0|1|1|2|0
Colombia|Caquetá|Belén De Los Andaquíes|Rural|2001||1|1|1|0|0
Colombia|Putumayo|Puerto Caicedo|Rural|2003||0|1|1|0|0
Colombia|La Guajira|Albania|Rural|2000|2019.0|1|1|7|2|0
Colombia|Magdalena|Sitionuevo|Rural|2000||0|6|6|0|0
Colombia|Antioquia|El Bagre|Urbana|2014||0|1|1|0|1
Colombia|Magdalena|Puebloviejo|Rural|2000||0|2|2|0|0
Colombia|Antioquia|Argelia|Rural|2002|2002.0|0|1|1|0|0
Colombia|Cesar|González|Rural|2000||0|1|1|0|0
Colombia|Antioquia|Argelia|Rural|2003|2003.0|0|1|1|0|0
Colombia|Antioquia|Argelia|Rural|2002|2002.0|0|1|1|0|0
Colombia|Huila|Neiva|Rural|2002|2006.0|0|2|1|2|0
Colombia|Huila|Timaná|Rural|2011||0|1|1|1|0
Colombia|Putumayo|Puerto Leguízamo|Rural|2002||0|1|1|0|0
Colombia|Huila|Tello|Rural|2003||0|1|1|0|0
Colombia|Putumayo|Orito|Rural|2003||1|1|1|0|0
Colombia|Antioquia|El Bagre|Rural|2019||0|1|4|1|0
Colombia|Putumayo|Puerto Asís|Rural|2002||0|1|5|0|0
Colombia|Cesar|González|Rural|1998||0|1|1|0|0
Colombia|La Guajira|Maicao|Rural|2003||0|1|1|0|0
Colombia|Valle Del Cauca|Cali|Urbana|2014|2015.0|0|3|3|1|1
Colombia|Caquetá|Florencia|Rural|2002||1|1|1|0|0
Colombia|Córdoba|Puerto Libertador|Rural|2003|2003.0|0|1|1|0|0
Colombia|Córdoba|Puerto Libertador|Rural|2003|2003.0|0|2|2|0|0
Colombia|Antioquia|Dabeiba|Rural|1997|1997.0|0|1|8|0|0
Ecuador|Sin Especificar|Quito|Urbana|2005||0|1|6|0|1
Colombia|Córdoba|Puerto Libertador|Rural|2003|2003.0|0|2|2|0|0
Colombia|Antioquia|Segovia|Rural|2006||0|2|1|0|0
Colombia|Antioquia|Segovia|Rural|2013||0|1|1|0|0
Colombia|Antioquia|Mutatá|Rural|1998|1998.0|0|1|1|0|0
Colombia|Antioquia|Segovia|Rural|2015||0|1|1|1|0
Colombia|La Guajira|Riohacha|Urbana|2010||0|1|1|0|1
Colombia|Cesar|La Gloria|Rural|1996||0|1|1|2|0
Colombia|Cauca|Bolívar|Rural|1990||0|1|1|0|0
Colombia|Cesar|Valledupar|Rural|2000||0|1|1|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2012||0|2|2|1|0
Colombia|Cauca|Popayán|Rural|1994||0|1|3|0|0
Colombia|Cesar|Valledupar|Rural|2001||0|1|1|0|0
Colombia|Chocó|Acandí|Rural|1996||1|1|1|0|0
Colombia|Antioquia|Caucasia|Rural|1993||0|1|6|0|0
Colombia|Antioquia|Valdivia|Rural|1996|1996.0|0|1|1|0|0
Colombia|Chocó|Acandí|Rural|1993|1993.0|0|2|2|0|0
Colombia|Huila|Acevedo|Rural|2016||0|1|1|0|0
Colombia|Cesar|Valledupar|Rural|2002||0|1|6|1|0
Colombia|Chocó|Acandí|Rural|1996|1996.0|0|1|1|0|0
Colombia|Antioquia|Urrao|Rural|2004||0|1|1|0|0
Colombia|Antioquia|El Bagre|Rural|2018|2018.0|0|1|1|0|0
Colombia|Córdoba|Puerto Libertador|Rural|2011||0|1|1|0|0
Colombia|Antioquia|Arboletes|Rural|1990|1990.0|0|1|1|0|0
Colombia|Risaralda|Quinchía|Rural|1990||0|1|1|0|0
Colombia|Risaralda|Quinchía|Rural|1990||0|1|1|1|0
Colombia|Cesar|La Gloria|Rural|1996||0|1|1|2|0
Colombia|Antioquia|Turbo|Rural|1993||0|1|1|0|0
Colombia|Huila|Algeciras|Urbana|2015||0|1|1|0|1
Colombia|Antioquia|Argelia|Urbana|2002||0|3|3|0|1
Colombia|Putumayo|Colón|Rural|1999||0|1|1|0|0
Colombia|Antioquia|El Bagre|Rural|1995|1995.0|0|1|1|0|0
Colombia|Antioquia|Nechí|Rural|2000|2000.0|0|2|1|0|0
Colombia|Huila|Algeciras|Rural|2006||0|1|1|0|0
Colombia|Putumayo|Colón|Rural|1999||0|1|1|0|0
Colombia|Antioquia|El Bagre|Rural|2008|2008.0|0|2|2|0|0
Colombia|Magdalena|Plato|Rural|2001|2001.0|0|1|1|0|0
Colombia|Antioquia|El Bagre|Rural|2001||0|1|1|2|0
Colombia|Putumayo|Sibundoy|Rural|2000||0|1|1|0|0
Colombia|Antioquia|Nariño|Urbana|2000||0|1|1|1|1
Colombia|Antioquia|Nariño|Rural|2003||0|1|4|1|0
Colombia|La Guajira|Riohacha|Urbana|2010||0|2|2|0|1
Colombia|Antioquia|Argelia|Rural|2000||0|1|1|0|0
Colombia|Putumayo|Puerto Caicedo|Rural|2002||0|1|1|0|0
Colombia|Antioquia|Nechí|Rural|2009||0|1|3|0|0
Colombia|Cauca|Balboa|Rural|1962||0|1|1|0|0
Colombia|Guaviare|El Retorno|Rural|2000||0|1|1|2|0
Colombia|Magdalena|Plato|Rural|2000|2000.0|0|1|1|0|0
Colombia|La Guajira|Riohacha|Urbana|2012||0|1|1|0|1
Colombia|Magdalena|Plato|Rural|2007||0|1|1|0|0
Colombia|Antioquia|Medellín|Urbana|1999|2000.0|0|0|4|1|1
Colombia|Meta|Puerto Rico|Rural|2008||0|1|1|0|0
Colombia|Meta|Puerto Rico|Rural|2009||0|3|3|1|0
Colombia|Bogotá, D.c.|Bogotá, D.c.|Urbana|2010||0|1|1|0|1
Colombia|Cesar|Agustín Codazzi|Rural|2001||0|2|20|1|0
Colombia|Cesar|Agustín Codazzi|Rural|2019||1|2|25|0|0
Colombia|Caquetá|Cartagena Del Chairá|Rural|1998|1998.0|0|4|4|0|0
Colombia|Antioquia|San Juan De Urabá|Rural|1992||0|1|6|0|0
Colombia|Chocó|Riosucio|Rural|1994||0|2|3|0|0
Colombia|Cesar|El Copey|Rural|1999||0|2|2|2|0
Colombia|Caquetá|Solano|Rural|2012||0|1|1|0|0
Colombia|Antioquia|Remedios|Rural|2000||0|1|1|0|0
Colombia|Magdalena|Zona Bananera|Rural|2002|2018.0|1|1|1|4|0
Colombia|Cesar|Valledupar|Rural|2007||0|1|1|0|0
Colombia|Caquetá|Valparaíso|Rural|1993||0|2|2|1|0
Colombia|Caquetá|Valparaíso|Rural|2004||0|1|4|0|0
Colombia|Antioquia|Tarazá|Urbana|2018||0|1|1|0|1
Colombia|Antioquia|Cáceres|Urbana|2019||0|1|10|0|1
Colombia|Cesar|La Gloria|Rural|1996||1|1|1|2|0
Colombia|Magdalena|Plato|Rural|2001|2001.0|0|1|1|0|0
Colombia|Antioquia|Urrao|Urbana|2005||0|4|4|0|1
Colombia|Antioquia|Medellín|Urbana|2003||0|1|1|0|1
Colombia|Cesar|Valledupar|Rural|2002|2008.0|0|1|1|0|0
Colombia|Cesar|La Gloria|Rural|2015||0|1|1|2|0
Colombia|Antioquia|Medellín|Urbana|1995||0|1|1|0|1
Colombia|Antioquia|Medellín|Urbana|1997||0|1|3|0|1
Colombia|Cesar|Bosconia|Rural|2002||0|1|1|0|0
Colombia|Cesar|El Copey|Rural|2002||0|1|1|0|0
Colombia|Antioquia|Turbo|Rural|1989||0|1|1|0|0
Colombia|Magdalena|Plato|Rural|2001|2001.0|0|1|1|0|0
Colombia|Antioquia|Turbo|Rural|1989||0|1|1|0|0
Colombia|Antioquia|Mutatá|Rural|1980||0|1|7|0|0
Colombia|Antioquia|Chigorodó|Urbana|1994||0|1|1|0|1
Colombia|Antioquia|San Juan De Urabá|Rural|2006|2006.0|0|1|6|1|0
Colombia|La Guajira|Fonseca|Rural|2001||0|1|1|0|0
Colombia|Cesar|El Copey|Rural|2002||0|1|1|4|0
Colombia|Cesar|El Copey|Rural|1999||0|1|1|0|0
Colombia|Magdalena|Aracataca|Rural|2001|2001.0|0|2|2|0|0
Colombia|Antioquia|Urrao|Urbana|1997||0|1|1|1|1
Colombia|Antioquia|Chigorodó|Rural|1996||0|1|2|1|0
Colombia|Antioquia|Medellín|Urbana|1998|2002.0|0|3|3|0|1
Colombia|Antioquia|Turbo|Rural|1995|1995.0|0|2|9|0|0
Colombia|Antioquia|Envigado|Urbana|1984|1990.0|0|1|1|0|1
Colombia|Antioquia|Medellín|Urbana|1990|1993.0|0|1|1|0|1
Colombia|Chocó|Riosucio|Rural|1994||0|1|1|0|0
Colombia|Caquetá|La Montañita|Rural|2001||0|1|1|1|0
Colombia|Bolívar|Cartagena De Indias|Urbana|1994||0|1|1|0|1
Colombia|Antioquia|Urrao|Urbana|1996||0|1|3|1|1
Colombia|Bolívar|Cartagena De Indias|Urbana|2004||0|1|1|0|1
Colombia|Magdalena|Pivijay|Rural|1992|1992.0|0|1|1|1|0
Colombia|Antioquia|Medellín|Rural|2000||0|1|1|0|0
Colombia|Magdalena|Pivijay|Rural|1993|1993.0|0|1|1|0|0
Colombia|Magdalena|Plato|Urbana|1999|1999.0|0|1|1|1|1
Colombia|Magdalena|Plato|Urbana|2003|2003.0|0|1|1|1|1
Colombia|Magdalena|Sitionuevo|Rural|2000||0|1|1|0|0
Colombia|Cesar|Valledupar|Rural|2001||0|1|7|0|0
Colombia|La Guajira|Fonseca|Rural|2007||0|1|1|1|0
Colombia|Caquetá|Cartagena Del Chairá|Rural|1994||0|1|1|0|0
Colombia|Caquetá|Solano|Rural|1995||0|2|1|0|0
Colombia|Caquetá|Cartagena Del Chairá|Rural|1994||0|1|1|0|0
Colombia|La Guajira|Riohacha|Rural|1995||0|1|1|0|0
Colombia|La Guajira|Riohacha|Rural|1995||0|1|7|0|0
Colombia|Chocó|Riosucio|Rural|2008||0|1|200|0|0
Colombia|Chocó|Riosucio|Rural|2008||0|3|20|0|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2007|2008.0|1|5|5|0|0
Colombia|Antioquia|Chigorodó|Urbana|2011|2011.0|0|1|1|0|1
Colombia|Antioquia|Cáceres|Rural|1992||0|1|1|0|0
Colombia|Antioquia|Tarazá|Rural|1992||0|1|1|0|0
Colombia|Putumayo|Puerto Caicedo|Urbana|2004|2012.0|0|1|1|1|1
Colombia|Cundinamarca|El Peñón|Rural|1999||0|1|3|0|0
Colombia|Cundinamarca|Viotá|Rural|2003||0|7|7|0|0
Colombia|Valle Del Cauca|Dagua|Rural|1989||0|1|1|0|0
Colombia|Antioquia|Urrao|Urbana|1993|1997.0|0|1|1|1|1
Colombia|Antioquia|Peñol|Rural|1998||0|1|1|0|0
Colombia|Cundinamarca|El Peñón|Urbana|2002||0|1|1|0|1
Colombia|Valle Del Cauca|Buenaventura|Rural|2014||1|1|1|0|0
Colombia|Caquetá|Solano|Rural|1981||0|2|1|0|0
Colombia|Caquetá|Solano|Rural|1997||0|2|1|0|0
Ecuador|Sin Especificar|Tungurahua|Urbana|2010||0|1|1|0|1
Colombia|Casanare|Aguazul|Urbana|1997||0|1|1|0|1
Colombia|Magdalena|Sitionuevo|Rural|2000||0|1|1|0|0
Colombia|Valle Del Cauca|Buenaventura|Rural|2004||0|1|1|0|0
Colombia|Cesar|Aguachica|Rural|2004|2005.0|0|1|1|1|0
Colombia|Cauca|Caldono|Rural|2009||0|1|1|0|0
Colombia|Magdalena|Plato|Urbana|2000||0|1|4|0|1
Colombia|Cesar|Chiriguaná|Rural|2015||0|1|1|0|0
Ecuador|Sin Especificar|Sucumbíos|Rural|2008||0|4|4|4|0
Colombia|Cundinamarca|Paime|Rural|1990||0|1|3|0|0
Colombia|Cauca|Mercaderes|Rural|2009||0|3|3|0|0
Colombia|Chocó|Istmina|Rural|1982||0|1|1|0|0
Colombia|Antioquia|El Bagre|Rural|1999|1999.0|0|2|1|0|0
Colombia|Cesar|Agustín Codazzi|Rural|1996||0|2|1|1|0
Colombia|Antioquia|El Bagre|Rural|2018|2018.0|0|1|1|0|0
Colombia|Valle Del Cauca|Buenaventura|Urbana|2012||0|1|1|0|1
Colombia|Magdalena|Ciénaga|Rural|1997||0|5|5|0|0
Colombia|Nariño|Olaya Herrera|Rural|2019||0|1|1|0|0
Colombia|Magdalena|Sitionuevo|Rural|2000||0|1|1|0|0
Colombia|Magdalena|Ciénaga|Rural|1997||0|2|2|0|0
Colombia|Magdalena|Plato|Rural|2000||0|2|2|1|0
Colombia|Magdalena|Puebloviejo|Rural|1999||0|2|2|0|0
Colombia|Magdalena|Zona Bananera|Rural|2000||1|1|1|1|0
Colombia|Magdalena|Aracataca|Rural|2001||0|2|2|0|0
Colombia|La Guajira|Fonseca|Rural|1974||0|1|10|0|0
Colombia|Magdalena|Aracataca|Rural|2001||0|1|1|0|0
Colombia|Magdalena|Zona Bananera|Rural|2003|2005.0|1|1|1|1|0
Colombia|Magdalena|Ciénaga|Rural|2009||0|1|1|0|0
Colombia|Magdalena|Ciénaga|Rural|1999||0|1|1|0|0
Colombia|La Guajira|Riohacha|Rural|2009||0|1|1|1|0
Colombia|Magdalena|Santa Marta|Rural|1999||0|1|1|0|0
Colombia|Magdalena|Santa Marta|Rural|2002||0|1|1|1|0
Colombia|Boyacá|Duitama|Rural|1985|1988.0|0|1|3|0|0
Colombia|Magdalena|Santa Marta|Urbana|2017|2019.0|1|1|1|1|1
Colombia|Magdalena|Sitionuevo|Rural|2000|2001.0|0|1|1|0|0
Colombia|Cauca|Popayán|Urbana|1978|1988.0|0|1|1|0|1
Colombia|Cesar|Aguachica|Rural|2001||0|1|2|0|0
Colombia|Magdalena|Pivijay|Urbana|2004|2005.0|0|1|1|1|1
Colombia|Magdalena|Pivijay|Urbana|2005|2006.0|0|1|1|1|1
Colombia|Cesar|Valledupar|Rural|2000||0|1|1|0|0
Colombia|Magdalena|Plato|Rural|2000||0|1|1|1|0
Colombia|Cesar|Valledupar|Rural|2001||0|2|2|1|0
Colombia|Cesar|Valledupar|Rural|2000||0|1|1|1|0
Colombia|Cesar|Valledupar|Rural|2000||0|1|1|0|0
Colombia|Antioquia|Ituango|Rural|2010||1|1|1|0|0
Colombia|Caquetá|Curillo|Rural|2004||0|1|3|0|0
Colombia|Caquetá|Curillo|Rural|2004||0|3|3|0|0
Colombia|Huila|La Argentina|Rural|1995||0|1|1|0|0
Colombia|Huila|La Argentina|Rural|1997||0|1|1|0|0
Colombia|Huila|La Argentina|Rural|1992||0|1|1|0|0
Colombia|La Guajira|El Molino|Rural|1999|2004.0|0|2|2|1|0
Colombia|La Guajira|El Molino|Rural|2002||0|2|2|0|0
Colombia|La Guajira|El Molino|Rural|2004||0|2|2|0|0
Colombia|Cesar|Agustín Codazzi|Rural|1996||0|2|1|1|0
Colombia|Antioquia|Tarazá|Rural|2014||0|1|1|0|0
Colombia|Valle Del Cauca|Palmira|Rural|1987|1987.0|0|2|3|0|0
Colombia|Guaviare|San José Del Guaviare|Rural|2002||0|1|1|0|0
Colombia|La Guajira|Riohacha|Rural|1990||0|1|1|0|0
Colombia|Valle Del Cauca|Palmira|Rural|2000|2008.0|0|1|1|0|0
Colombia|Valle Del Cauca|Palmira|Rural|2006|2006.0|0|1|1|0|0
Colombia|La Guajira|Riohacha|Rural|2005||0|4|4|0|0
Colombia|La Guajira|Riohacha|Rural|1992|2004.0|0|1|1|0|0
Colombia|Valle Del Cauca|Dagua|Rural|1989||0|1|1|0|0
Colombia|Huila|Pitalito|Rural|2008||0|1|2|0|0
Colombia|Putumayo|Valle Del Guamuez|Rural|1995||0|1|1|0|0
Colombia|Valle Del Cauca|Buenaventura|Rural|2008||0|1|1|0|0
Colombia|Huila|Pitalito|Urbana|2008||0|1|1|0|1
Colombia|La Guajira|San Juan Del Cesar|Rural|1989||0|1|1|1|0
Colombia|Cesar|Agustín Codazzi|Rural|1998||0|1|1|1|0
Colombia|Nariño|San Andrés De Tumaco|Rural|2015||0|1|1|0|0
Colombia|Cesar|Chimichagua|Rural|1990||0|1|1|0|0
Colombia|Bolívar|El Carmen De Bolívar|Rural|2001||0|1|1|0|0
Colombia|Cesar|Chimichagua|Rural|1998||0|1|1|1|0
Colombia|Nariño|El Charco|Rural|2012||0|1|1|0|0
Colombia|Guaviare|San José Del Guaviare|Rural|1989||0|1|1|0|0
Colombia|Guaviare|San José Del Guaviare|Urbana|2003||0|1|1|0|1
Colombia|Nariño|San Andrés De Tumaco|Rural|2016||0|1|1|0|0
Colombia|Putumayo|Valle Del Guamuez|Rural|2004||0|1|1|0|0
Colombia|Nariño|Pasto|Urbana|1995||1|1|1|0|1
Colombia|Arauca|Tame|Rural|2003||1|1|3|0|0
Colombia|Arauca|Tame|Rural|2016||0|1|1|0|0
Colombia|Arauca|Tame|Rural|2016||0|1|1|0|0
Colombia|Arauca|Arauquita|Rural|2000|2019.0|0|1|1|1|0
Colombia|Norte De Santander|Tibú|Rural|2002|2018.0|0|1|1|0|0
Colombia|Arauca|Arauquita|Rural|2000|2019.0|1|1|1|0|0
Colombia|Risaralda|Mistrató|Rural|2013||0|1|1|0|0
