pais_hecho|departamento_hecho|anio_fin|hechos_continuan|victimas_identificadas|victimas_total|responsables_identificados|cluster
Colombia|Vichada|1978|0|1|1|0|0
Colombia|Vichada|1964|0|1|1|0|0
Colombia|Vichada|2012|0|1|1|0|0
Colombia|Amazonas|2009|0|1|5|0|0
Colombia|Amazonas|2013|0|1|1|0|0
Colombia|Amazonas|2001|1|1|1|1|0
Colombia|Amazonas|2019|0|1|1|1|0
Colombia|Amazonas|2008|0|1|1|0|0
Colombia|Amazonas|1996|0|1|7|0|0
Colombia|Amazonas|1984|0|1|1|0|0
Colombia|Amazonas|2018|1|1|1|0|0
Colombia|Amazonas|2015|0|1|1|0|0
Colombia|Amazonas|2020|0|1|4|0|0
Colombia|Antioquia|2009|0|1|1|0|1
Colombia|Antioquia|2009|0|2|2|0|1
Colombia|Antioquia|2007|0|2|5|0|1
Colombia|Antioquia|2013|0|1|1|1|1
Colombia|Antioquia|1971|0|2|7|0|1
Colombia|Antioquia|1978|0|2|2|0|1
Colombia|Antioquia|1990|0|6|30|0|1
Colombia|Antioquia|2017|0|2|1|0|1
Colombia|Antioquia|2007|0|1|2|0|1
Colombia|Antioquia|1970|0|1|2|0|1
Colombia|Antioquia|2000|0|1|1|0|1
Colombia|Antioquia|2020|0|1|9|1|1
Colombia|Antioquia|1974|1|1|1|0|1
Colombia|Antioquia|2020|0|1|1|0|1
Colombia|Antioquia|1959|0|1|1|1|1
Colombia|Antioquia|2012|0|1|1|0|1
Colombia|Antioquia|2018|0|4|4|0|1
Colombia|Antioquia|2013|0|4|4|0|1
Colombia|Antioquia|2020|0|1|1|0|1
Colombia|Antioquia|1994|0|1|1|0|1
Colombia|Antioquia|2018|0|1|1|0|1
Colombia|Antioquia|1987|0|1|1|1|1
Colombia|Antioquia|2003|0|1|4|0|1
Colombia|Antioquia|1994|1|1|1|0|1
Colombia|Antioquia|1979|0|1|1|0|1
Colombia|Antioquia|1995|0|1|1|0|1
Colombia|Antioquia|1997|0|1|1|1|1
Colombia|Antioquia|2015|0|1|1|0|1
Colombia|Antioquia|2015|0|2|3|0|1
Colombia|Antioquia|1986|0|1|1|0|1
Colombia|Antioquia|2011|0|1|1|0|1
Colombia|Antioquia|2002|0|3|1|0|1
Colombia|Antioquia|2018|0|1|15|1|1
Colombia|Antioquia|2010|0|1|1|0|1
Colombia|Antioquia|1973|0|3|4|0|1
Colombia|Antioquia|2014|0|5|5|0|1
Colombia|Antioquia|1968|0|1|1|2|1
Colombia|Antioquia|2004|0|1|1|1|1
Colombia|Antioquia|1985|0|1|1|0|1
Colombia|Antioquia|1975|1|1|1|0|1
Colombia|Antioquia|2020|0|1|1|0|1
Colombia|Antioquia|2009|0|2|2|1|1
Colombia|Antioquia|2016|0|1|1|0|1
Colombia|Antioquia|1987|0|1|1|0|1
Colombia|Antioquia|2020|0|1|1|0|1
Colombia|Antioquia|2020|0|2|1|2|1
Colombia|Antioquia|2012|0|1|1|1|1
Colombia|Antioquia|1994|1|1|1|0|1
Colombia|Antioquia|1986|0|4|4|0|1
Colombia|Antioquia|2011|0|4|4|0|1
Colombia|Antioquia|1994|0|1|1|0|1
Colombia|Antioquia|2018|0|1|1|0|1
Colombia|Antioquia|2000|0|1|1|0|1
Colombia|Antioquia|1996|0|1|200|0|1
Colombia|Antioquia|1971|0|2|9|0|1
Colombia|Antioquia|1996|0|1|1|3|1
Colombia|Antioquia|2016|0|1|20|0|1
Colombia|Antioquia|1998|1|1|1|0|1
Colombia|Antioquia|1997|0|2|2|1|1
Colombia|Antioquia|2005|0|1|1|1|1
Colombia|Antioquia|2005|0|1|1|0|1
Colombia|Antioquia|2016|0|1|1|0|1
Colombia|Antioquia|1997|0|1|1|0|1
Colombia|Antioquia|2008|0|1|3|0|1
Colombia|Antioquia|1985|0|4|4|0|1
Colombia|Antioquia|1978|0|1|1|0|1
Colombia|Antioquia|2018|0|1|1|0|1
Colombia|Antioquia|2015|0|2|2|0|1
Colombia|Antioquia|2009|0|1|1|0|1
Colombia|Antioquia|2001|0|1|1|0|1
Colombia|Antioquia|2004|0|0|1|0|1
Colombia|Antioquia|1974|0|1|1|0|1
Colombia|Antioquia|2011|0|1|1|0|1
Colombia|Antioquia|1967|0|1|1|0|1
Colombia|Antioquia|1971|0|2|2|0|1
Colombia|Antioquia|2006|0|1|1|0|1
Colombia|Antioquia|1984|0|1|1|0|1
Colombia|Antioquia|1994|0|1|1|0|1
Colombia|Antioquia|1982|0|1|1|0|1
Colombia|Antioquia|2009|0|2|2|0|1
Colombia|Antioquia|1982|0|4|1|0|1
Colombia|Antioquia|1998|0|1|2|0|1
Colombia|Antioquia|1950|0|1|1|1|1
Colombia|Antioquia|1978|0|1|1|0|1
Colombia|Antioquia|1948|0|1|1|0|1
Colombia|Antioquia|1975|0|3|1|0|1
Colombia|Antioquia|2017|0|3|1|1|1
Colombia|Antioquia|2016|0|1|1|0|1
Colombia|Antioquia|1973|0|1|1|0|1
Colombia|Antioquia|2001|0|1|1|0|1
Colombia|Antioquia|2020|0|1|2|0|1
Colombia|Antioquia|2009|0|1|1|1|1
Colombia|Antioquia|2003|0|1|1|0|1
Colombia|Antioquia|1954|0|1|1|0|1
Colombia|Antioquia|1978|0|3|1|0|1
Colombia|Antioquia|1962|0|3|1|1|1
Colombia|Antioquia|1982|0|1|1|0|1
Colombia|Antioquia|2018|0|1|1|0|1
Colombia|Antioquia|2008|0|1|1|0|1
Colombia|Antioquia|2015|0|1|2|0|1
Colombia|Antioquia|1982|0|1|1|1|1
Colombia|Antioquia|2010|0|1|1|0|1
Colombia|Antioquia|2005|0|1|1|0|1
Colombia|Antioquia|1998|0|3|1|0|1
Colombia|Antioquia|1986|0|3|1|1|1
Colombia|Antioquia|2018|0|1|1|0|1
Colombia|Antioquia|2008|0|1|1|0|1
Colombia|Antioquia|2000|0|1|1|0|1
Colombia|Antioquia|1964|0|1|2|0|1
Colombia|Antioquia|2003|0|1|1|1|1
Colombia|Arauca|2008|0|1|1|0|0
Colombia|Arauca|1972|0|1|1|0|0
Colombia|Arauca|1972|0|3|1|0|0
Colombia|Arauca|2011|0|3|1|1|0
Colombia|Arauca|2007|0|1|1|0|0
Colombia|Arauca|2018|0|1|1|0|0
Colombia|Arauca|2009|0|1|1|0|0
Colombia|ArchipiÃ©lago De San AndrÃ©s, Providencia Y Santa Catalina|1945|0|1|2|0|0
Colombia|ArchipiÃ©lago De San AndrÃ©s, Providencia Y Santa Catalina|2017|0|1|1|1|0
Colombia|AtlÃ¡ntico|1977|0|1|1|0|0
Colombia|AtlÃ¡ntico|2010|0|1|1|0|0
Colombia|AtlÃ¡ntico|1984|0|3|1|0|0
Colombia|AtlÃ¡ntico|1999|0|3|1|1|0
Colombia|AtlÃ¡ntico|2000|0|1|1|0|0
Colombia|AtlÃ¡ntico|2018|0|1|1|0|0
Colombia|BogotÃ¡|2017|0|1|1|0|0
Colombia|BogotÃ¡|1982|0|1|2|0|0
Colombia|BolÃ­var|1998|0|1|1|1|0
Colombia|BolÃ­var|2007|0|1|1|0|0
Colombia|BolÃ­var|2011|0|1|1|0|0
Colombia|BolÃ­var|1986|0|3|1|0|0
Colombia|BolÃ­var|2017|0|3|1|1|0
Colombia|BolÃ­var|2019|0|1|1|0|0
Colombia|BolÃ­var|1998|0|1|1|0|0
Colombia|BolÃ­var|2003|0|1|1|0|0
Colombia|BolÃ­var|1977|0|1|2|0|0
Colombia|BolÃ­var|2010|0|1|1|1|0
Colombia|BolÃ­var|2014|0|1|1|0|0
Colombia|BolÃ­var|2002|0|1|1|0|0
Colombia|BolÃ­var|2011|0|3|1|0|0
Colombia|BolÃ­var|2015|0|3|1|1|0
Colombia|BolÃ­var|1963|0|1|1|0|0
Colombia|BolÃ­var|2008|0|1|1|0|0
Colombia|BolÃ­var|1999|0|1|1|0|0
Colombia|BolÃ­var|1965|0|1|2|0|0
Colombia|BolÃ­var|2000|0|1|1|1|0
Colombia|BolÃ­var|1998|0|1|1|0|0
Colombia|BolÃ­var|1959|0|1|1|0|0
Colombia|BolÃ­var|1983|0|3|1|0|0
Colombia|BolÃ­var|2001|0|3|1|1|0
Colombia|BolÃ­var|1972|0|1|1|0|0
Colombia|BolÃ­var|2018|0|1|1|0|0
Colombia|BolÃ­var|2001|0|1|1|0|0
Colombia|BolÃ­var|2011|0|1|2|0|0
Colombia|BolÃ­var|1991|0|1|1|1|0
Colombia|BolÃ­var|1971|0|1|1|0|0
Colombia|BolÃ­var|2001|0|1|1|0|0
Colombia|BoyacÃ¡|1999|0|3|1|0|0
Colombia|BoyacÃ¡|2017|0|3|1|1|0
Colombia|BoyacÃ¡|1960|0|1|1|0|0
Colombia|BoyacÃ¡|2004|0|1|1|0|0
Colombia|BoyacÃ¡|2001|0|1|1|0|0
Colombia|BoyacÃ¡|1948|0|1|2|0|0
Colombia|BoyacÃ¡|2017|0|1|1|1|0
Colombia|BoyacÃ¡|2019|0|1|1|0|0
Colombia|BoyacÃ¡|1979|0|1|1|0|0
Colombia|BoyacÃ¡|2000|0|3|1|0|0
Colombia|BoyacÃ¡|1995|0|3|1|1|0
Colombia|BoyacÃ¡|2009|0|1|1|0|0
Colombia|BoyacÃ¡|1968|0|1|1|0|0
Colombia|BoyacÃ¡|2018|0|1|1|0|0
Colombia|BoyacÃ¡|2006|0|1|2|0|0
Colombia|BoyacÃ¡|2005|0|1|1|1|0
Colombia|BoyacÃ¡|1962|0|1|1|0|0
Colombia|BoyacÃ¡|1999|0|1|1|0|0
Colombia|BoyacÃ¡|1978|0|3|1|0|0
Colombia|BoyacÃ¡|2020|0|3|1|1|0
Colombia|BoyacÃ¡|2002|0|1|1|0|0
Colombia|BoyacÃ¡|2010|0|1|1|0|0
Colombia|BoyacÃ¡|2020|0|1|1|0|0
Colombia|BoyacÃ¡|1989|0|1|2|0|0
Colombia|BoyacÃ¡|1980|0|1|1|1|0
Colombia|BoyacÃ¡|2013|0|1|1|0|0
Colombia|BoyacÃ¡|2020|0|1|1|0|0
Colombia|BoyacÃ¡|2017|0|3|1|0|0
Colombia|BoyacÃ¡|1958|0|3|1|1|0
Colombia|BoyacÃ¡|2019|0|1|1|0|0
Colombia|BoyacÃ¡|1979|0|1|1|0|0
Colombia|BoyacÃ¡|2019|0|1|1|0|0
Colombia|BoyacÃ¡|1993|0|1|2|0|0
Colombia|BoyacÃ¡|1988|0|1|1|1|0
Colombia|BoyacÃ¡|2013|0|1|1|0|0
Colombia|BoyacÃ¡|2017|0|1|1|0|0
Colombia|Caldas|2005|0|3|1|0|0
Colombia|Caldas|2018|0|3|1|1|0
Colombia|Caldas|1987|0|1|1|0|0
Colombia|Caldas|2000|0|1|1|0|0
Colombia|Caldas|2019|0|1|1|0|0
Colombia|Caldas|2015|0|1|2|0|0
Colombia|Caldas|2013|0|1|1|1|0
Colombia|Caldas|1992|0|1|1|0|0
Colombia|Caldas|2017|0|1|1|0|0
Colombia|Caldas|2014|0|3|1|0|0
Colombia|Caldas|2007|0|3|1|1|0
Colombia|Caldas|2007|0|1|1|0|0
Colombia|Caldas|2014|0|1|1|0|0
Colombia|Caldas|2020|0|1|1|0|0
Colombia|Caldas|1994|0|1|2|0|0
Colombia|Caldas|1990|0|1|1|1|0
Colombia|Caldas|2013|0|1|1|0|0
Colombia|Caldas|2015|0|1|1|0|0
Colombia|Caldas|2000|0|3|1|0|0
Colombia|Caldas|2018|0|3|1|1|0
Colombia|Caldas|2011|0|1|1|0|0
Colombia|Caldas|2015|0|1|1|0|0
Colombia|Caldas|2020|0|1|1|0|0
Colombia|CaquetÃ¡|2008|0|1|2|0|0
Colombia|CaquetÃ¡|2018|0|1|1|1|0
Colombia|CaquetÃ¡|1989|0|1|1|0|0
Colombia|CaquetÃ¡|1991|0|1|1|0|0
Colombia|CaquetÃ¡|2015|0|3|1|0|0
Colombia|CaquetÃ¡|1982|0|3|1|1|0
Colombia|CaquetÃ¡|1984|0|1|1|0|0
Colombia|CaquetÃ¡|2003|0|1|1|0|0
Colombia|CaquetÃ¡|2016|0|1|1|0|0
Colombia|CaquetÃ¡|2018|0|1|2|0|0
Colombia|CaquetÃ¡|2007|0|1|1|1|0
Colombia|CaquetÃ¡|1995|0|1|1|0|0
Colombia|CaquetÃ¡|1976|0|1|1|0|0
Colombia|CaquetÃ¡|2017|0|3|1|0|0
Colombia|CaquetÃ¡|2018|0|3|1|1|0
Colombia|CaquetÃ¡|1999|0|1|1|0|0
Colombia|CaquetÃ¡|2006|0|1|1|0|0
Colombia|Casanare|2013|0|1|1|0|0
Colombia|Casanare|1995|0|1|2|0|0
Colombia|Casanare|1970|0|1|1|1|0
Colombia|Casanare|1998|0|1|1|0|0
Colombia|Casanare|2001|0|1|1|0|0
Colombia|Casanare|2017|0|3|1|0|0
Colombia|Casanare|1988|0|3|1|1|0
Colombia|Casanare|1994|0|1|1|0|0
Colombia|Casanare|1975|0|1|1|0|0
Colombia|Casanare|1994|0|1|1|0|0
Colombia|Casanare|2017|0|1|2|0|0
Colombia|Casanare|2002|0|1|1|1|0
Colombia|Casanare|1997|0|1|1|0|0
Colombia|Casanare|1980|0|1|1|0|0
Colombia|Casanare|2003|0|3|1|0|0
Colombia|Casanare|2002|0|3|1|1|0
Colombia|Casanare|2017|0|1|1|0|0
Colombia|Casanare|1985|0|1|1|0|0
Colombia|Casanare|2008|0|1|1|0|0
Colombia|Casanare|2013|0|1|2|0|0
Colombia|Cauca|2013|0|1|1|1|0
Colombia|Cauca|2010|0|1|1|0|0
Colombia|Cauca|2014|0|1|1|0|0
Colombia|Cauca|2009|0|3|1|0|0
Colombia|Cauca|2013|0|3|1|1|0
Colombia|Cauca|1974|0|1|1|0|0
Colombia|Cauca|2008|0|1|1|0|0
Colombia|Cauca|1966|0|1|1|0|0
Colombia|Cauca|2013|0|1|2|0|0
Colombia|Cauca|1993|0|1|1|1|0
Colombia|Cauca|1999|0|1|1|0|0
Colombia|Cauca|2019|0|1|1|0|0
Colombia|Cauca|2014|0|3|1|0|0
Colombia|Cauca|2008|0|3|1|1|0
Colombia|Cauca|1995|0|1|1|0|0
Colombia|Cauca|1983|0|1|1|0|0
Colombia|Cauca|1977|0|1|1|0|0
Colombia|Cauca|2010|0|1|2|0|0
Colombia|Cauca|1974|0|1|1|1|0
Colombia|Cauca|1994|0|1|1|0|0
Colombia|Cauca|1991|0|1|1|0|0
Colombia|Cauca|1970|0|3|1|0|0
Colombia|Cauca|2013|0|3|1|1|0
Colombia|Cauca|2008|0|1|1|0|0
Colombia|Cauca|1950|0|1|1|0|0
Colombia|Cauca|1985|0|1|1|0|0
Colombia|Cauca|2018|0|1|2|0|0
Colombia|Cauca|2008|0|1|1|1|0
Colombia|Cauca|1999|0|1|1|0|0
Colombia|Cauca|2017|0|1|1|0|0
Colombia|Cauca|1990|0|3|1|0|0
Colombia|Cauca|2008|0|3|1|1|0
Colombia|Cauca|2003|0|1|1|0|0
Colombia|Cauca|1969|0|1|1|0|0
Colombia|Cauca|1965|0|1|1|0|0
Colombia|Cauca|2020|0|1|2|0|0
Colombia|Cauca|1980|0|1|1|1|0
Colombia|Cauca|1995|0|1|1|0|0
Colombia|Cauca|1992|0|1|1|0|0
Colombia|Cauca|2001|0|3|1|0|0
Colombia|Cauca|2016|0|3|1|1|0
Colombia|Cauca|1972|0|1|1|0|0
Colombia|Cauca|1985|0|1|1|0|0
Colombia|Cesar|2013|0|1|1|0|0
Colombia|Cesar|2005|0|1|2|0|0
Colombia|Cesar|2013|0|1|1|1|0
Colombia|Cesar|1978|0|1|1|0|0
Colombia|Cesar|2019|0|1|1|0|0
Colombia|Cesar|1994|0|3|1|0|0
Colombia|Cesar|2018|0|3|1|1|0
Colombia|Cesar|2001|0|1|1|0|0
Colombia|Cesar|1964|0|1|1|0|0
Colombia|Cesar|2009|0|1|1|0|0
Colombia|Cesar|1957|0|1|2|0|0
Colombia|Cesar|2014|0|1|1|1|0
Colombia|Cesar|2014|0|1|1|0|0
Colombia|Cesar|2000|0|1|1|0|0
Colombia|Cesar|2020|0|3|1|0|0
Colombia|Cesar|1951|0|3|1|1|0
Colombia|Cesar|1995|0|1|1|0|0
Colombia|Cesar|2003|0|1|1|0|0
Colombia|Cesar|1991|0|1|1|0|0
Colombia|Cesar|1993|0|1|2|0|0
Colombia|Cesar|2014|0|1|1|1|0
Colombia|Cesar|2013|0|1|1|0|0
Colombia|Cesar|2018|0|1|1|0|0
Colombia|Cesar|2011|0|3|1|0|0
Colombia|Cesar|2020|0|3|1|1|0
Colombia|Cesar|2020|0|1|1|0|0
Colombia|ChocÃ³|2005|0|1|1|0|0
Colombia|ChocÃ³|2018|0|1|1|0|0
Colombia|ChocÃ³|2019|0|1|2|0|0
Colombia|ChocÃ³|2003|0|1|1|1|0
Colombia|ChocÃ³|2020|0|1|1|0|0
Colombia|ChocÃ³|1996|0|1|1|0|0
Colombia|ChocÃ³|1995|0|3|1|0|0
Colombia|ChocÃ³|2019|0|3|1|1|0
Colombia|ChocÃ³|2005|0|1|1|0|0
Colombia|ChocÃ³|1974|0|1|1|0|0
Colombia|ChocÃ³|1974|0|1|1|0|0
Colombia|ChocÃ³|1999|0|1|2|0|0
Colombia|ChocÃ³|1985|0|1|1|1|0
Colombia|ChocÃ³|1982|0|1|1|0|0
Colombia|ChocÃ³|2018|0|1|1|0|0
Colombia|ChocÃ³|2019|0|3|1|0|0
Colombia|ChocÃ³|1996|0|3|1|1|0
Colombia|ChocÃ³|2020|0|1|1|0|0
Colombia|ChocÃ³|2017|0|1|1|0|0
Colombia|ChocÃ³|2001|0|1|1|0|0
Colombia|ChocÃ³|1982|0|1|2|0|0
Colombia|ChocÃ³|2019|0|1|1|1|0
Colombia|ChocÃ³|2020|0|1|1|0|0
Colombia|ChocÃ³|2012|0|1|1|0|0
Colombia|ChocÃ³|2008|0|3|1|0|0
Colombia|ChocÃ³|1994|0|3|1|1|0
Colombia|ChocÃ³|2009|0|1|1|0|0
Colombia|Cundinamarca|2013|0|1|1|0|0
Colombia|Cundinamarca|1966|0|1|1|0|0
Colombia|Cundinamarca|1981|0|1|2|0|0
Colombia|Cundinamarca|2011|0|1|1|1|0
Colombia|Cundinamarca|2015|0|1|1|0|0
Colombia|Cundinamarca|2003|0|1|1|0|0
Colombia|Cundinamarca|1954|0|3|1|0|0
Colombia|Cundinamarca|2018|0|3|1|1|0
Colombia|Cundinamarca|1998|0|1|1|0|0
Colombia|Cundinamarca|1991|0|1|1|0|0
Colombia|Cundinamarca|1975|0|1|1|0|0
Colombia|Cundinamarca|2016|0|1|2|0|0
Colombia|Cundinamarca|2003|0|1|1|1|0
Colombia|Cundinamarca|2018|0|1|1|0|0
Colombia|Cundinamarca|1968|0|1|1|0|0
Colombia|Cundinamarca|2000|0|3|1|0|0
Colombia|Cundinamarca|2003|0|3|1|1|0
Colombia|Cundinamarca|2015|0|1|1|0|0
Colombia|Cundinamarca|1964|0|1|1|0|0
Colombia|Cundinamarca|2019|0|1|1|0|0
Colombia|Cundinamarca|2017|0|1|2|0|0
Colombia|Cundinamarca|2003|0|1|1|1|0
Colombia|Cundinamarca|1974|0|1|1|0|0
Colombia|Cundinamarca|2010|0|1|1|0|0
Colombia|Cundinamarca|2003|0|3|1|0|0
Colombia|Cundinamarca|2014|0|3|1|1|0
Colombia|Cundinamarca|2012|0|1|1|0|0
Colombia|Cundinamarca|2011|0|1|1|0|0
Colombia|Cundinamarca|2000|0|1|1|0|0
Colombia|Cundinamarca|2015|0|1|2|0|0
Colombia|Cundinamarca|2008|0|1|1|1|0
Colombia|Cundinamarca|2020|0|1|1|0|0
Colombia|Cundinamarca|2019|0|1|1|0|0
Colombia|Cundinamarca|1956|0|3|1|0|0
Colombia|Cundinamarca|1972|0|3|1|1|0
Colombia|Cundinamarca|2013|0|1|1|0|0
Colombia|Cundinamarca|2012|0|1|1|0|0
Colombia|Cundinamarca|2011|0|1|1|0|0
Colombia|Cundinamarca|2020|0|1|2|0|0
Colombia|Cundinamarca|1992|0|1|1|1|0
Colombia|Cundinamarca|1961|0|1|1|0|0
Colombia|Cundinamarca|1980|0|1|1|0|0
Colombia|Cundinamarca|2007|0|3|1|0|0
Colombia|Cundinamarca|1993|0|3|1|1|0
Colombia|Cundinamarca|2001|0|1|1|0|0
Colombia|CÃ³rdoba|2020|0|1|1|0|0
Colombia|CÃ³rdoba|1983|0|1|1|0|0
Colombia|CÃ³rdoba|1977|0|1|2|0|0
Colombia|CÃ³rdoba|1976|0|1|1|1|0
Colombia|CÃ³rdoba|2016|0|1|1|0|0
Colombia|CÃ³rdoba|2011|0|1|1|0|0
Colombia|CÃ³rdoba|1988|0|3|1|0|0
Colombia|CÃ³rdoba|2018|0|3|1|1|0
Colombia|CÃ³rdoba|1981|0|1|1|0|0
Colombia|CÃ³rdoba|1987|0|1|1|0|0
Colombia|CÃ³rdoba|2019|0|1|1|0|0
Colombia|CÃ³rdoba|2010|0|1|2|0|0
Colombia|CÃ³rdoba|2016|0|1|1|1|0
Colombia|CÃ³rdoba|2020|0|1|1|0|0
Colombia|CÃ³rdoba|1965|0|1|1|0|0
Colombia|CÃ³rdoba|1988|0|3|1|0|0
Colombia|CÃ³rdoba|1960|0|3|1|1|0
Colombia|CÃ³rdoba|2006|0|1|1|0|0
Colombia|CÃ³rdoba|1984|0|1|1|0|0
Colombia|GuainÃ­a|2011|0|1|1|0|0
Colombia|GuainÃ­a|2001|0|1|2|0|0
Colombia|GuainÃ­a|2013|0|1|1|1|0
Colombia|GuainÃ­a|2016|0|1|1|0|0
Colombia|GuainÃ­a|1969|0|1|1|0|0
Colombia|Guaviare|2015|0|3|1|0|0
Colombia|Guaviare|2012|0|3|1|1|0
Colombia|Guaviare|1980|0|1|1|0|0
Colombia|Guaviare|2012|0|1|1|0|0
Colombia|Guaviare|1981|0|1|1|0|0
Colombia|Huila|1985|0|1|2|0|0
Colombia|Huila|2016|0|1|1|1|0
Colombia|Huila|2005|0|1|1|0|0
Colombia|Huila|1994|0|1|1|0|0
Colombia|Huila|1996|0|3|1|0|0
Colombia|Huila|1981|0|3|1|1|0
Colombia|Huila|1987|0|1|1|0|0
Colombia|Huila|2017|0|1|1|0|0
Colombia|Huila|1995|0|1|1|0|0
Colombia|Huila|2005|0|1|2|0|0
Colombia|Huila|1991|0|1|1|1|0
Colombia|Huila|1986|0|1|1|0|0
Colombia|Huila|1995|0|1|1|0|0
Colombia|Huila|2012|0|3|1|0|0
Colombia|Huila|2008|0|3|1|1|0
Colombia|Huila|2020|0|1|1|0|0
Colombia|Huila|2012|0|1|1|0|0
Colombia|Huila|2000|0|1|1|0|0
Colombia|Huila|2017|0|1|2|0|0
Colombia|Huila|1987|0|1|1|1|0
Colombia|Huila|1970|0|1|1|0|0
Colombia|Huila|2016|0|1|1|0|0
Colombia|Huila|2014|0|3|1|0|0
Colombia|Huila|2017|0|3|1|1|0
Colombia|Huila|2004|0|1|1|0|0
Colombia|Huila|2009|0|1|1|0|0
Colombia|Huila|1956|0|1|1|0|0
Colombia|Huila|1963|0|1|2|0|0
Colombia|Huila|1970|0|1|1|1|0
Colombia|Huila|1982|0|1|1|0|0
Colombia|Huila|2020|0|1|1|0|0
Colombia|Huila|2003|0|3|1|0|0
Colombia|Huila|1992|0|3|1|1|0
Colombia|Huila|2018|0|1|1|0|0
Colombia|Huila|1968|0|1|1|0|0
Colombia|La Guajira|1998|0|1|1|0|0
Colombia|La Guajira|2005|0|1|2|0|0
Colombia|La Guajira|2012|0|1|1|1|0
Colombia|La Guajira|1988|0|1|1|0|0
Colombia|La Guajira|2020|0|1|1|0|0
Colombia|La Guajira|1997|0|3|1|0|0
Colombia|La Guajira|2019|0|3|1|1|0
Colombia|La Guajira|2016|0|1|1|0|0
Colombia|La Guajira|2016|0|1|1|0|0
Colombia|La Guajira|2011|0|1|1|0|0
Colombia|La Guajira|1979|0|1|2|0|0
Colombia|La Guajira|2018|0|1|1|1|0
Colombia|La Guajira|2020|0|1|1|0|0
Colombia|La Guajira|1980|0|1|1|0|0
Colombia|La Guajira|1999|0|3|1|0|0
Colombia|Magdalena|2010|0|3|1|1|0
Colombia|Magdalena|1987|0|1|1|0|0
Colombia|Magdalena|2012|0|1|1|0|0
Colombia|Magdalena|2004|0|1|1|0|0
Colombia|Magdalena|2013|0|1|2|0|0
Colombia|Magdalena|2003|0|1|1|1|0
Colombia|Magdalena|2003|0|1|1|0|0
Colombia|Magdalena|1996|0|1|1|0|0
Colombia|Magdalena|2014|0|3|1|0|0
Colombia|Magdalena|2017|0|3|1|1|0
Colombia|Magdalena|2008|0|1|1|0|0
Colombia|Magdalena|2002|0|1|1|0|0
Colombia|Magdalena|1997|0|1|1|0|0
Colombia|Magdalena|2019|0|1|2|0|0
Colombia|Magdalena|1960|0|1|1|1|0
Colombia|Magdalena|1998|0|1|1|0|0
Colombia|Magdalena|2017|0|1|1|0|0
Colombia|Magdalena|2007|0|3|1|0|0
Colombia|Magdalena|1999|0|3|1|1|0
Colombia|Magdalena|1957|0|1|1|0|0
Colombia|Magdalena|2015|0|1|1|0|0
Colombia|Magdalena|2000|0|1|1|0|0
Colombia|Meta|1988|0|1|2|0|0
Colombia|Meta|1985|0|1|1|1|0
Colombia|Meta|1965|0|1|1|0|0
Colombia|Meta|1977|0|1|1|0|0
Colombia|Meta|2010|0|3|1|0|0
Colombia|Meta|2015|0|3|1|1|0
Colombia|Meta|2018|0|1|1|0|0
Colombia|Meta|2017|0|1|1|0|0
Colombia|Meta|2004|0|1|1|0|0
Colombia|Meta|1998|0|1|2|0|0
Colombia|Meta|2002|0|1|1|1|0
Colombia|Meta|2018|0|1|1|0|0
Colombia|Meta|1985|0|1|1|0|0
Colombia|Meta|1959|0|3|1|0|0
Colombia|Meta|2017|0|3|1|1|0
Colombia|Meta|2016|0|1|1|0|0
Colombia|Meta|1974|0|1|1|0|0
Colombia|Meta|1986|0|1|1|0|0
Colombia|Meta|2002|0|1|2|0|0
Colombia|Meta|2017|0|1|1|1|0
Colombia|Meta|2017|0|1|1|0|0
Colombia|Meta|2012|0|1|1|0|0
Colombia|Meta|1983|0|3|1|0|0
Colombia|Meta|2000|0|3|1|1|0
Colombia|Meta|2012|0|1|1|0|0
Colombia|Meta|2004|0|1|1|0|0
Colombia|Meta|2001|0|1|1|0|0
Colombia|Meta|1962|0|1|2|0|0
Colombia|NariÃ±o|1990|0|1|1|1|0
Colombia|NariÃ±o|2014|0|1|1|0|0
Colombia|NariÃ±o|1979|0|1|1|0|0
Colombia|NariÃ±o|1966|0|3|1|0|0
Colombia|NariÃ±o|2020|0|3|1|1|0
Colombia|NariÃ±o|1982|0|1|1|0|0
Colombia|NariÃ±o|2015|0|1|1|0|0
Colombia|NariÃ±o|1968|0|1|1|0|0
Colombia|NariÃ±o|2007|0|1|2|0|0
Colombia|NariÃ±o|2002|0|1|1|1|0
Colombia|NariÃ±o|1983|0|1|1|0|0
Colombia|NariÃ±o|1993|0|1|1|0|0
Colombia|NariÃ±o|2000|0|3|1|0|0
Colombia|NariÃ±o|1993|0|3|1|1|0
Colombia|NariÃ±o|2016|0|1|1|0|0
Colombia|NariÃ±o|2010|0|1|1|0|0
Colombia|NariÃ±o|2014|0|1|1|0|0
Colombia|NariÃ±o|1991|0|1|2|0|0
Colombia|NariÃ±o|2013|0|1|1|1|0
Colombia|NariÃ±o|1972|0|1|1|0|0
Colombia|NariÃ±o|1994|0|1|1|0|0
Colombia|NariÃ±o|2006|0|3|1|0|0
Colombia|NariÃ±o|1975|0|3|1|1|0
Colombia|NariÃ±o|1992|0|1|1|0|0
Colombia|NariÃ±o|2013|0|1|1|0|0
Colombia|NariÃ±o|2008|0|1|1|0|0
Colombia|NariÃ±o|2006|0|1|2|0|0
